1st,2nd,3rd
2207,1845,4170
8462,7381,5423
0062,3386,7486
5124,0842,5760
4532,2767,9513
1010,0910,5109
8862,3662,5873
1891,1748,8411
1657,3755,2090
9907,8306,1256
2927,6079,4222
2758,7647,3620
1014,3822,2707
1740,3937,4539
4561,3537,4870
6544,3935,6872
6763,6468,5720
3853,0962,5346
5669,0070,1301
9834,2692,3242
9781,5785,5401
1590,2750,7927
8321,4473,8147
6715,8492,2742
7050,9241,7134
3016,8183,2080
8176,6660,7967
6543,5195,3711
8908,6315,0367
6163,3601,1436
1718,5494,3868
7295,4712,5592
7739,0741,9878
3895,8468,5998
6827,7463,8725
3033,9851,9169
9513,0660,6815
9242,4783,9547
9664,0400,4816
2312,6133,6762
0345,6349,0777
4265,3618,8106
6490,9389,2247
7510,2752,4208
1002,7403,0123
8049,6335,0863
4577,5376,3863
5124,9385,3747
2032,3400,6742
1721,8744,2477
8249,1317,2379
2610,3849,0788
9397,1660,2187
6504,2175,8821
5028,7397,9428
1011,6643,3307
7959,3436,4470
6025,4767,7403
1510,9877,7899
7448,7035,1787
3196,3443,1796
4838,2632,2126
8372,0968,8417
4387,4416,8284
2443,3177,6199
6556,0323,2414
9182,9604,0022
3069,5612,0479
4007,8246,1493
4842,3581,9935
4473,2939,2756
0451,2671,6472
2423,4627,6726
9871,7566,0494
8605,0003,7246
4524,2019,9825
6622,7203,4982
6925,0141,8401
1992,0127,1808
0259,8898,2479
6711,9014,4495
5684,3080,8975
7032,5583,0305
0240,2338,3680
3634,5822,4752
9777,4037,2740
3329,5344,8096
4064,9149,4451
0806,2375,3446
2687,0794,8359
1982,4766,8018
7258,1900,0094
1615,9328,6138
5964,7518,6475
1049,4319,8098
2982,0154,0846
8638,3006,1877
5805,4597,5151
4656,0605,1466
9336,7716,0610
3582,1486,8937
6659,7635,7176
6429,6992,8755
1144,1199,7010
6539,4935,1887
6164,4659,1399
2629,5229,7769
4870,5516,4259
8975,1998,8973
7635,5220,7152
7521,6292,1115
7592,0428,6881
1580,8927,7287
7536,2795,3092
0260,4927,4899
5590,4004,7711
4633,4154,0318
6911,3912,1539
4852,1676,4986
5813,1705,3450
0460,3457,7629
3464,9886,9467
1798,8805,3181
6564,7039,1897
9401,0962,3826
0215,7465,0774
8019,3066,7757
2203,0593,6840
3166,6081,8368
5843,4134,6951
8024,6788,1786
5645,6430,8795
7181,0433,1274
1035,8518,5285
4468,5840,6069
9130,4560,3791
3890,0337,6303
0708,8129,8309
4177,9488,4881
9993,6773,0791
1754,1635,6964
9108,4994,6749
8158,5907,7054
7614,3266,1700
2436,5834,3008
9427,7555,5053
4726,8066,6441
5891,1579,8848
7100,2386,5679
4533,4104,1041
7205,2957,4527
1897,9958,8641
1666,2328,0076
8683,9834,0687
4230,4990,6968
0469,1858,4003
5907,2641,1839
8265,4273,9242
5684,9359,5476
7535,2528,0145
8233,5505,6792
1316,7186,1620
8404,3463,6769
1278,3669,9673
7439,4747,0995
1673,3978,7439
0680,1193,9921
6298,2798,6087
0970,0757,5111
9870,1671,0828
6995,2590,4491
7168,6925,0592
4599,2772,0675
4598,0449,5904
3055,5338,3016
0625,4934,3834
8240,2082,0810
4012,7874,1953
3855,9626,2694
4476,8042,8375
9533,5236,6643
3152,2084,0920
1203,0506,6975
9507,0986,3560
2594,1967,1342
6706,1747,5582
3025,5164,3171
5945,4728,4040
2107,2140,5099
7323,8936,0389
9311,5125,2650
4461,3046,8420
5754,9015,4896
4342,4916,4160
3037,6869,9471
6408,4000,2720
5337,1484,1311
2269,0283,0102
0703,2932,9538
8839,7835,4645
9448,1337,2582
9079,6398,5426
6257,4176,7019
3851,1805,5047
5456,5388,6294
2866,7867,8578
4864,2732,2533
7411,0530,4187
7501,2464,3064
0184,6400,5567
4421,8198,0544
4651,5836,6565
6220,0147,5344
9762,8333,4283
3032,2550,1786
9733,2621,9316
3194,5393,2684
3694,1304,4458
6519,7269,9794
7190,1476,1674
7882,8550,7022
9889,4438,5344
9200,1627,9532
1959,4222,4374
7818,5620,8303
0739,2279,9077
5848,6924,7793
8313,8666,7567
2646,3531,7330
3412,0841,4508
9431,2068,0635
0246,5948,5451
4544,4939,5095
1366,6967,8532
3943,8500,5476
8223,2634,7909
7389,6576,1495
0478,6175,4961
8864,4748,3541
8991,7362,7225
9566,0866,0080
5106,8951,6499
4678,9825,2476
6531,1699,9342
0307,2971,7758
5890,5368,2853
5856,2681,1016
1326,6632,5210
1259,7725,0426
7037,4773,8513
7505,4016,7593
0956,4060,6460
0397,1232,1219
9546,5459,3354
8843,8161,3469
4988,7799,7739
7777,2953,3384
4394,2719,5103
3503,6492,4364
9115,2595,7859
0015,7036,2785
6118,7830,4078
7382,1843,3097
4734,4164,0085
0705,3891,1165
8932,7860,8754
3188,2494,9498
4727,5655,7886
8178,5553,0190
0732,8985,2589
8629,6280,5059
8908,4647,3933
2478,5414,4996
8568,6415,8720
9207,1967,0243
3341,1817,8356
4939,3840,9297
2386,0280,8602
6174,9008,9114
7181,7274,3462
1773,9998,5124
1480,7240,7724
6505,8813,2236
6358,5669,7805
6838,9915,0786
1369,9743,6297
5895,7340,5943
3247,2542,0879
1160,9270,2738
8805,4347,1921
5700,1469,3274
4627,6093,1176
2091,0044,7428
2253,3665,5936
5449,3747,7925
7789,9645,1471
3164,0790,0679
1814,2574,6796
1391,8782,7855
8288,6307,1065
1995,2189,2896
6239,1356,4813
8225,8035,8663
8986,9922,3747
0643,0427,1659
7107,8905,8170
1534,1637,5737
3473,5987,9295
7801,9525,3469
0949,7076,0170
9671,9515,9701
1148,3389,7650
4052,3207,0191
2298,2968,4719
7216,4311,2530
3156,8792,3856
8146,7851,3301
3189,7727,8477
5257,2726,0879
0513,1590,0650
1890,4432,6315
0974,2381,3083
0236,7472,6113
7993,4211,5001
4258,7794,7001
1338,0325,9703
2854,2516,0223
3210,6401,1545
2832,7188,5536
8129,7350,6872
6920,0437,8064
6344,3326,9574
6175,2809,8807
2069,6578,0465
5718,5662,4828
0868,0867,5956
2143,5384,5352
3578,3191,8195
8625,3895,7998
8366,2111,0120
5668,5223,9417
3397,0000,0000
2676,9942,9465
5409,5486,7540
9369,6493,0794
9352,0669,8955
7331,1197,2800
0677,5797,8736
0712,6693,7526
3354,1392,0413
4875,7021,2562
9560,2843,7923
3806,3400,1107
3604,5932,4965
0295,3398,9888
8311,0844,9931
7095,5168,7189
1730,3768,8837
7857,8345,5872
1346,9656,5195
1514,9824,3922
2360,1993,1095
2870,3649,2956
4082,7312,4502
6234,0028,4920
8947,6178,1561
2085,5548,3502
4476,9124,6470
5999,7710,5076
6945,5886,6095
6262,0598,9768
3147,8897,4221
1418,7753,1468
4570,1372,6213
4294,7177,6128
3750,4685,4588
0311,9551,4927
3593,9628,5841
5823,2990,7853
3653,4436,2407
0655,2403,3664
0317,5857,5858
4416,8774,1962
7426,4599,1643
0022,7013,9550
6956,9478,1355
2033,6395,0486
3964,8727,8992
4371,1803,8804
2323,9437,2094
6535,9846,4086
6559,0437,4262
9176,0080,2331
1908,9687,4692
0403,4657,2982
0472,8638,6843
6222,0651,3714
1437,7633,9676
0631,9195,1048
3550,1421,3758
7855,1610,1391
7536,9005,3632
2644,1673,1205
4516,7895,5754
0407,6274,1583
1405,5545,9055
3873,5089,2795
9801,0007,1852
9781,6256,0749
6601,0802,3564
5771,8813,8724
3545,9663,7047
9911,2327,8867
9822,5240,6252
8392,5738,5875
5730,9103,1080
5172,0196,6173
4911,9528,8611
2320,7631,5330
5677,4841,1457
8804,2044,4040
7308,9126,3291
0619,7516,8697
1197,3171,2666
9776,5903,8924
7341,9779,2633
0535,3069,3553
2812,3536,0254
5414,4106,5408
4035,8335,4283
1245,5720,2370
9738,8825,9577
8739,9949,6176
2993,6086,2948
0404,7591,5211
9810,2197,6997
4634,6287,8609
9086,7835,3078
1244,2491,6258
0803,7234,8743
9662,8483,3014
6631,1261,3201
4369,3443,5349
6590,1944,2078
6190,8253,6202
8656,3885,9838
6028,1936,6118
5491,7987,3076
0986,3808,0475
8262,1671,9962
0458,9463,7459
5278,9318,7481
5507,7898,3110
5793,8367,5683
9082,0871,3897
3129,0875,4524
2446,7322,4375
2813,8146,9591
7009,7892,9367
3969,8818,1851
7605,2847,1856
2405,7600,3076
6154,3016,2551
9256,7383,3519
6840,5965,8495
2256,3634,5743
9653,2542,2546
2691,3948,9045
1254,2110,3028
1477,4909,2449
8744,0795,2499
7326,0197,5139
2333,9351,2715
8804,8781,5904
4564,0397,0856
6103,3423,1585
6510,1465,8770
6558,9286,9692
1592,5023,5773
2929,1528,1954
2424,5070,8042
6498,5449,5464
5875,0096,2696
3140,1335,8289
7748,7783,3118
7620,4923,3449
1443,7939,1051
6601,1440,8305
2700,1045,1517
8358,6901,4798
9049,8145,0678
9958,6817,2033
2005,3443,6029
2891,8384,9483
1848,2048,3934
7614,1774,2316
7010,8599,7283
4560,8994,8709
2778,9836,1461
9032,4649,4428
9429,5197,8917
0919,9723,5597
2404,3739,8614
8870,2755,9237
0531,1759,1275
2259,8011,7669
7520,8192,4872
7808,9691,5529
2506,1350,2136
9081,4878,0648
6877,0600,5340
0251,7412,0311
7905,2092,1094
6266,4214,9805
3481,1654,3945
1263,3538,2914
7292,1416,1676
8560,2779,6927
8252,4940,2871
4283,2822,3638
5285,6053,4370
7359,7966,8558
6918,5197,4556
9791,2402,2898
4704,8297,5137
5958,8953,6089
2541,6761,4485
4934,0871,8154
1465,7751,2012
6934,1504,5333
4619,4647,6941
0857,2036,5373
9438,3829,8857
6523,4421,4444
9270,4898,9442
6570,0642,8989
5658,3372,2513
8885,7761,1264
9407,7546,8279
3030,7348,9122
1574,3192,3926
4725,1841,8218
6267,3958,2678
3858,1299,9648
0636,4283,1575
4065,3636,2794
1318,1066,0070
5418,6772,2831
3395,7543,1496
7507,8241,7282
1691,0355,8859
3548,2143,5755
8856,7190,8263
8227,9635,4204
0459,3492,9709
1515,5828,4503
1782,6625,4531
0361,7505,0175
1120,0291,3462
9554,2724,4647
6423,9525,7830
2137,7866,0348
4293,1190,4538
1035,2045,4055
2557,0028,3953
8407,6673,1266
7708,0961,7442
2036,0555,6384
7497,0492,5320
5177,8745,1651
8857,3849,7669
3673,2841,6807
1367,0418,3995
4183,5687,5756
1634,5878,4590
8183,3261,6712
7765,8169,7822
8677,6983,8840
1832,9635,8014
2246,1098,3586
7068,0622,3591
6371,4771,6547
3636,2956,1507
2070,9429,0846
5033,2732,7619
9102,1176,7691
4355,1078,7718
8955,5682,3607
4881,0394,0939
3760,7075,4470
4139,1929,4463
3986,5755,8877
7329,7506,6595
2124,1764,5127
1784,7439,3297
1001,1163,5312
0420,1187,3314
0182,1840,1118
0474,0589,7746
9063,4031,7904
7644,5945,4388
8826,2177,8294
6353,3213,4976
2911,1531,7970
2277,7702,4268
4761,1225,6512
4731,7591,5718
7555,3833,5374
0391,8456,6445
3473,6665,3408
3201,3254,8597
8750,0625,1403
9463,6087,1819
7453,3909,0339
9738,8703,6051
3503,5989,1569
5368,9833,7500
2318,7402,5703
1833,3944,3975
3897,7437,2129
9162,3244,0924
1222,6912,9469
3242,1330,7974
8363,3706,8729
8126,7875,8336
2281,2802,3120
5574,1007,1201
8793,5553,7631
0555,9711,9527
6705,6285,2662
6104,7396,7523
6582,3025,6805
0696,1489,9823
9257,1655,9474
5374,8345,6993
2675,2603,2368
5395,2937,0834
5647,9483,0194
3920,7518,8310
1145,5411,7371
3838,8093,1984
8801,5214,4509
1639,8439,5832
6576,2691,7147
5122,5754,1129
9002,0775,6007
7047,0351,6970
9713,1645,6165
0204,2154,0529
9623,8647,2586
7122,8941,1378
5315,1424,4261
8957,4928,0659
8634,2195,1921
6481,4049,7306
3071,9065,4620
5262,0335,8163
1217,3108,7689
9632,9788,4696
1626,0094,0382
6460,4621,9648
3530,4805,4548
0944,8161,7036
8980,0054,6014
3290,8575,0619
4716,8980,8295
4440,7309,6447
1488,7585,4237
7752,8532,9425
5204,0074,7900
0712,2994,9578
8556,3347,9717
4204,1346,8666
7905,1063,6187
3807,7830,9938
7683,1425,5985
4701,5963,0998
9576,8954,3489
7690,4548,8413
0088,3332,5588
0173,5311,4909
5314,4102,5244
0134,6264,2071
1596,0511,6137
7681,3504,7368
0595,0709,4507
8903,6367,8042
0285,4252,1571
0029,9573,6557
6607,9838,9124
5230,5233,7227
6627,5257,8435
5789,2059,6977
6147,0732,8607
6225,2267,3066
1959,2654,1955
5761,8373,8341
3645,7986,5869
2002,3830,3288
6743,2856,8505
6243,6198,1372
3705,4147,5341
6991,5574,9014
3019,0028,3801
6678,2174,9508
9380,2106,6921
9896,7180,1471
9025,2857,3273
8761,0277,2808
1924,8871,3688
2314,7718,5588
1392,9914,5148
0604,8868,2871
6147,7435,8483
4533,0360,8115
7271,8422,0972
8944,0322,9438
6477,9514,6495
4688,5584,4513
4401,0645,7556
1333,5464,4674
7669,2722,8642
8844,7719,7912
1030,6079,7201
2621,6080,7724
2725,0261,0402
4871,3757,3661
8025,1891,4340
9148,8365,3265
1898,7428,8248
3777,0146,7686
9405,7146,7091
6137,4268,9320
6269,9131,9691
1401,7431,5809
7153,7106,1427
2790,9516,0467
4985,3847,2622
0277,3308,3837
6456,8923,0585
3504,4811,8323
3281,5877,8458
0451,0524,8191
8907,1611,9818
9046,4284,8487
8047,8039,0560
4038,0311,5955
9120,3237,4351
0753,9324,8085
3210,1819,6218
3114,1933,6891
7590,7378,7960
5376,9862,2489
9077,5346,9964
6409,6640,0455
0494,2610,3881
8920,9436,6452
6199,9597,1195
8040,4872,9958
8247,0562,7071
1030,7872,8709
7714,1017,9140
8536,8254,6330
2780,5924,3661
2287,9868,8578
7563,2848,3228
1176,4899,8732
7549,9743,7140
0937,2662,8310
1037,4946,3513
8404,4089,4497
6103,8173,3228
7517,2034,6151
8123,8797,1187
2296,1279,7765
5186,1997,9358
8317,3110,9589
2462,8921,2645
9990,4960,4582
0132,7940,7035
2108,0233,4993
4479,0200,0302
0629,5991,3366
9579,6200,1806
7881,6582,3324
9153,4213,5896
2172,3218,2846
4056,0899,5712
6399,1229,5748
6055,6172,8161
4717,6017,7608
6201,3776,3379
9250,2461,0097
5296,1305,5611
7416,9008,8956
1349,6662,9705
9856,9143,9740
4013,3127,9731
1481,8994,1044
2612,8337,2674
0767,3867,9371
5501,7742,7892
1559,4436,0088
9545,5939,4666
5731,4647,8557
1467,7129,5171
5722,5690,2590
5703,2186,3141
3683,3102,6767
7064,7702,2773
9300,9306,5955
2685,3811,1872
2363,5165,2444
4638,9873,6198
4438,2276,5618
9151,0441,1201
6785,7539,8659
7869,5544,0731
7748,9465,1600
9001,0912,2865
9809,8071,2296
2411,2225,6422
9327,7031,4255
4585,3205,9905
7666,8607,8499
4218,4879,0690
8205,7475,7438
5715,2248,2170
2649,1223,7507
3585,7861,0878
8254,4204,0609
0406,2948,7296
3579,6469,1033
6899,1500,8430
1086,6603,1369
8190,5584,3494
3863,9916,3238
4891,5665,8456
4783,9848,8695
2925,0805,1543
7235,1869,8110
2095,9303,7027
0951,9225,2301
0664,2993,4283
9081,2445,9817
6834,1128,6711
0161,9600,8436
6206,4823,2151
5408,0010,8515
8105,7779,1756
9726,8983,7859
0600,8821,3178
0026,3782,5711
4180,5672,2756
4379,7964,8762
8088,1005,7313
6461,8088,5374
4751,3086,9531
0099,7024,7930
0982,2424,8618
3021,2213,3185
8107,6506,5065
9364,3919,2818
9359,1883,5340
1648,9736,9905
4732,8769,1265
5458,4592,7871
0031,0476,5992
6089,9433,3052
1551,6361,8663
6494,0159,5559
0268,1602,1401
3026,1217,3295
1503,5442,5436
3299,9449,9574
4924,0659,6173
3566,2424,2739
9745,5416,3954
1180,5954,7512
1685,7844,6592
7363,2185,2394
4851,1045,5693
2605,5549,7588
9374,8464,5755
1460,4090,9287
3543,1167,2611
2637,8305,6705
2713,8507,1665
1331,1689,9384
0145,0263,6423
3828,2499,9405
5523,0882,0875
5740,7754,0708
7731,1619,9516
4151,8751,8544
6231,2110,6477
0083,0738,2067
7155,8129,0289
1084,9209,0454
5498,8613,4830
7425,8262,7031
1680,4912,4749
3568,0437,3390
4958,9966,6423
2012,7012,9036
6837,0416,1679
8076,0600,2700
0145,0688,6938
5387,8111,4767
6159,6123,2161
5224,3022,4376
3008,5454,4798
1184,5768,5392
2483,4827,7039
6887,4228,8197
0797,1441,6616
3253,5864,1532
3101,4270,5342
0042,6941,1472
1094,1918,9258
2383,1124,8073
5430,4587,3099
2131,2515,1753
6581,5610,6408
5696,2772,1510
3720,0632,2006
5827,5848,7686
5548,1964,8616
2122,4784,3169
4437,1489,3338
8995,2717,4322
4872,2887,7467
6885,6889,2817
3893,3486,9734
1275,6089,6510
9929,2247,8044
9908,6487,4942
6357,7350,3266
4276,5209,9132
7599,5621,2904
5046,3026,8954
4523,7148,8871
0731,7628,3259
9905,3911,2773
0403,6664,2228
4502,3027,7669
4311,9446,5865
3281,7946,1062
5867,1995,1833
1695,7090,3670
0459,9103,8991
2822,2890,5487
6530,9678,2027
1663,8944,3008
1005,4166,5853
4102,9223,6726
0875,6307,8552
5238,6960,4969
4945,2262,6292
1496,2554,2992
0243,1491,1734
2864,2467,3113
2984,0613,4039
6447,3549,1049
0450,2483,6127
8598,3196,6131
1067,1365,1425
7657,3646,3206
2591,1741,3929
4446,1047,0953
6473,3379,4402
2899,0610,8488
1052,8358,2736
1140,1190,4211
6846,4410,4903
8521,3503,2505
4787,2345,2986
3281,1314,3646
8607,5932,6310
5376,0552,1818
2820,2843,2367
1009,0074,1600
0149,2978,9446
5668,9450,7054
4393,8316,5669
7545,9867,5337
9322,6857,6202
5240,6015,2488
4337,9792,6164
7736,2643,6426
6668,4487,5511
2928,0370,7355
3182,2580,5411
7471,8750,8215
8820,4554,1685
6890,0044,2216
5425,3308,1123
1844,0113,0601
3575,2030,0423
0873,4031,8012
6707,8670,4916
7825,0188,0676
3142,9047,9965
6199,7579,0077
2943,2923,7847
3066,7203,4172
8446,0019,6221
5969,7769,2027
1056,9680,0893
7073,2416,1107
8682,0968,8261
0613,8958,6002
2449,2002,0549
1721,9684,6696
9294,0090,3792
0094,0645,0684
4139,2360,2206
2800,2534,0966
1556,4825,8102
3922,5242,3884
6810,2416,6983
5765,3041,2430
3580,5830,7175
5026,3444,9977
9495,8263,2367
0831,6891,0477
7708,0741,3693
7828,2680,4998
6817,3579,2092
7097,7396,7073
6949,3197,2810
6857,3912,8979
0852,3503,9833
7902,3893,2172
9554,1340,8300
6469,9430,0664
3551,4038,9260
2988,3839,8738
7172,3722,8577
9367,5507,5497
8388,9277,2261
1472,2875,5315
3551,6724,4170
3585,7166,9287
1698,9467,2943
3874,0498,2804
8476,9196,4541
9623,8560,1185
6673,5116,7072
3601,8375,9079
7729,5649,3645
0149,2747,5956
2410,3607,2591
0188,7208,7672
0117,7187,7102
1294,3331,0528
9408,2136,2524
4430,8012,2512
0378,1005,0474
2869,5728,0592
5796,1600,8854
6997,0082,0300
2900,3776,4032
4090,9190,4954
6029,4037,0349
5016,9085,6347
4464,3307,6596
5712,1861,0782
3766,8228,2854
9143,8877,8788
7113,8422,1874
8385,0258,9464
6429,6276,6569
7019,4022,1869
6821,6843,3589
4629,5406,1262
3449,0883,7635
8972,2863,6628
9888,0719,3541
3946,0796,5265
1345,9367,0694
1870,5257,0128
4104,0405,7979
3205,7780,4843
8206,2047,5660
9614,6241,3062
6735,2851,4748
7325,1581,5005
0190,7757,3182
8882,4399,9617
6538,2998,8130
2509,3826,2907
5252,5651,8632
4882,8016,5280
6518,1932,7526
2254,0530,1445
2959,5313,7357
6293,5161,3712
7136,8218,8533
1534,0506,8558
8323,4445,6982
2558,2158,6221
8184,9611,2999
5853,5005,0793
0977,9050,3660
7259,1413,9360
3111,0891,1469
3719,5326,7341
2563,4757,5427
2226,4036,6540
2287,8501,0631
7471,5071,1866
5344,8234,5832
7371,9045,3320
7940,2590,4651
5835,6380,5509
6327,1228,3151
5370,2931,5529
1973,0945,8630
5604,4480,4646
3939,4847,5368
5779,7911,1098
2103,5455,6154
9888,8117,4428
2274,8072,9400
7423,3720,3137
2505,3663,6273
9685,1439,9978
3805,6785,7707
2174,3845,4446
3869,4471,6255
1708,1860,5249
7135,8616,6880
8898,3167,0031
8355,0548,4387
1053,0801,7589
7854,3205,0306
3114,8035,9215
5916,9172,6874
7242,4237,1545
8404,6554,2658
0857,2410,9324
8912,5526,4667
9267,8920,6312
9773,1224,4306
5399,3175,8049
9340,0975,3802
6396,0709,8677
3927,9958,5198
0934,0701,0507
1115,8985,7566
6597,3359,1054
4610,1331,1317
5287,5497,0758
0981,1798,8791
8796,4977,7053
1376,3213,7404
8549,0455,3104
1066,1853,9738
1821,4236,0376
6722,4081,5513
4807,3804,6107
4016,1544,4366
4123,5279,3573
8882,8659,4014
0183,9693,9396
8291,8393,1644
7551,3250,3573
4996,8584,3372
3128,6316,3046
9442,3799,4117
8459,1319,0024
0555,0390,4203
8355,7016,0570
7041,6055,0484
6152,5663,3908
8243,2545,6924
3673,6045,9077
0856,8224,8489
9287,5586,4088
0727,7508,6578
3562,9812,1998
3581,9155,7167
1629,6901,2945
3852,0516,2636
5249,4655,8493
4267,9569,7063
4074,8266,1848
9511,3602,3587
0899,1755,0017
2236,1512,2739
6192,5837,3372
5631,8242,1018
8577,0967,9901
8419,4843,7142
8233,1900,3791
8949,7294,9153
3567,2806,8628
7981,7943,4381
4116,4821,6375
3338,6539,4375
6576,4886,1193
8216,2194,2835
0508,4734,6360
4957,8849,2538
5400,7020,4470
7852,2613,6916
0480,6668,5915
5703,1198,6305
1690,2760,6559
2928,5923,9130
8910,4133,4377
0583,0573,4588
9156,3721,3337
7026,5553,2802
2278,0607,5225
2095,2960,9951
7600,9169,0446
0448,0257,7356
2363,4963,0961
6084,9182,2810
9148,5950,8936
8772,1822,1304
7474,7645,4388
3054,1014,7914
7061,6631,9856
8851,3028,2305
0950,3313,6529
5798,3172,7668
3476,1609,7455
7801,7586,0320
6772,1837,3784
1856,2965,8843
9998,4678,9712
4086,9755,8762
3545,7224,4308
7233,1888,2563
7137,6140,2073
6430,5285,8773
8857,2174,3297
1935,6742,7519
1792,2451,9079
5579,5108,5570
3234,0447,8246
3145,7126,4166
2181,4770,6523
8631,9448,4338
9715,9613,7460
4160,7258,1209
9605,8154,6566
4945,5721,2515
2455,4551,4102
1677,2705,5261
5876,4002,6460
6554,4798,2184
4933,6858,1977
1842,2516,2420
4873,6734,1727
4381,4211,2066
6346,2995,5963
5425,2855,9142
7906,7706,4046
6762,6134,8179
8982,5634,7097
2894,6340,3482
5680,3679,4478
6653,2158,0644
3924,5951,7903
0273,4373,6795
8367,4453,5286
7977,3379,7513
2391,3544,3204
5817,0506,4726
4759,6309,4987
6207,9971,9950
1504,2430,0960
8041,9361,3182
6485,3523,4116
4963,9564,2876
9238,6930,7085
9085,1767,3840
9033,3725,2692
5312,5091,4276
6087,1170,9187
3650,9649,8328
3558,4231,4297
6025,2154,5717
7774,0607,9423
2729,1598,8546
2938,3172,2522
5241,9803,7858
2927,0013,4912
9142,0125,2365
1561,4158,8255
2253,4157,7993
4736,6739,6094
9990,0217,4067
1040,3685,7320
9526,2203,9391
2146,9258,2632
1266,4958,6311
5064,9112,5246
6911,2222,9199
0582,3119,3592
5939,7768,5490
9268,2627,9955
2028,5481,3534
6867,4740,2835
0440,4080,3806
5564,4628,0692
9853,3743,3899
0347,6439,1295
0463,4345,1648
1983,9438,4655
9132,9477,1151
6524,6075,1943
3836,5823,9258
4820,3039,5671
8969,3575,1503
8415,9684,6970
0465,7469,8298
8170,4729,7865
6032,0300,1417
7814,1268,4212
9188,0720,5740
2537,5400,4131
0628,3066,5952
1587,0910,7257
7160,1567,0309
2295,0031,8953
3755,6160,8994
0024,4859,8348
8887,2961,6861
6497,0901,5238
2444,4740,7657
5524,9240,2361
7041,9648,5202
9475,9850,7884
4419,9937,7879
8648,0401,1604
2489,7926,4674
3787,8470,2722
3075,8671,8722
6393,5961,4871
0368,1762,2935
3942,8862,9858
0919,2649,0834
1443,9049,7411
0384,0479,7604
0798,8935,7762
0600,2625,6029
5510,6552,0658
5466,7451,9036
3532,4359,9553
1067,6175,3155
0652,3825,7820
1051,4871,2188
8520,5309,5234
7081,9347,8564
5563,9116,8491
2015,4202,1280
3184,9879,4535
2871,0674,3681
4693,8871,7212
4275,7897,0248
9517,3984,7708
4123,0520,0235
9233,7799,9957
1477,7011,3895
4321,7476,6410
7240,3304,8633
2059,0959,9282
6850,2061,6191
1222,4369,7122
7396,7133,3891
4696,0200,5746
7638,5455,1059
8045,7323,8163
4626,2636,9221
9550,3858,9379
2999,0115,5808
4754,3042,0730
1650,1893,2924
0264,7771,5148
1554,1773,0371
7907,6416,9555
3490,3183,6049
0077,7721,7766
0178,1852,9246
0610,9546,8574
7701,7466,3594
2578,1211,6992
7116,5105,8951
2302,1218,0845
1167,0884,1422
4623,9541,3537
8802,8536,8568
5401,7114,0040
6109,9776,4929
7322,8730,3362
2896,6452,3520
0530,4420,0206
5283,2475,9344
3132,0757,7407
3133,9859,1314
3309,2204,9740
2789,9523,6297
1248,5232,7864
2561,6689,5063
5702,2810,1750
3678,3092,3418
1306,3325,0599
2899,0557,4757
8655,6222,1269
2601,5369,0853
8805,2435,9094
9379,8520,9441
4797,7223,2910
2893,4316,6182
3340,9704,3793
4185,7260,6401
9428,1520,4497
8253,8022,1219
1200,1477,1587
0707,0695,6863
8598,1604,4916
8092,3605,0742
1510,3536,4802
0874,9190,0913
8296,0864,4473
7458,9022,7056
5562,5042,3340
3174,3600,1498
1379,9767,7769
0906,7525,3969
4934,3133,0203
4303,3103,8431
2355,5425,9955
1507,0682,6054
9092,0766,6505
2157,8119,9269
5626,3207,9295
3683,6844,8656
3390,5529,0272
7808,3929,1180
7324,4942,0254
